Ticker,Name,Exchange
IRC-A,Inland Real Estate Corporation,NYSE
IRE,Governor And Company Of The Bank Of,NYSE
IRE-B,Investors Real Estate Trust 7.9,NYSE
IRET,Investors Real Estate Trust,NYSE
IRF,International Rectifier Corp.,NYSE
IRL,Irish Investment Fund,NYSE
IRM,Iron Mountain Inc.,NYSE
IRR,ING Risk Managed Natural Resources Fund,NYSE
IRS,Irsa Inversiones Y Representaciones S.A.,NYSE
ISD,Prudential Short Duration High,NYSE
ISF,ING Group N.V.,NYSE
ISG,ING Group N.V.,NYSE
ISH,International Shipholding Corp.,NYSE
ISH-A,International Shipholding Copr,NYSE
ISH-B,International Shipholding Corp,NYSE
ISP,ING Group N.V.,NYSE
ISS,Isoftstone Holdings,NYSE
IT,Gartner,NYSE
ITC,Itc Holdings,NYSE
ITG,Investment Technology Group,NYSE
ITT,Itt Industries,NYSE
ITUB,Itau Unibanco Banco Holding Sa,NYSE
ITW,Illinois Tool Works Inc.,NYSE
IVC,Invacare Corp.,NYSE
IVH,Ivy High Income Opportunities,NYSE
IVR,Invesco Mortgage Capital Inc,NYSE
IVR-A,Invesco Mortgage Capital Inc.,NYSE
IVZ,Invesco Plc,NYSE
IX,Orix Corp Ads,NYSE
JAH,Jarden Corp.,NYSE
JBI,Lehman Abs Cp 7.857%,NYSE
JBJ,Lehman Abs Corp.,NYSE
JBK,Lehman Abs Corp.,NYSE
JBL,Jabil Circuit,NYSE
JBN,Select Asset Inc.,NYSE
JBO,Lehman Abs Corp.,NYSE
JBR,Select Asset Inc.,NYSE
JBT,John Bean Technologies Corp.,NYSE
JCE,Nuveen Core Equity Alpha Fund,NYSE
JCI,Johnson Controls,NYSE
JCP,J.C. Penney Company Inc.,NYSE
JDD,Nuveen Diversified Dividend And,NYSE
JE,Just Energy Group Inc,NYSE
JEC,Jacobs Engineering Group Inc.,NYSE
JEQ,Japan Equity Fund,NYSE
JFC,Jf China Region Fund,NYSE
JFR,Nuveen Floating Rate,NYSE
JGG,Nuveen Global Government Enhanced,NYSE
JGT,Nuveen Multi-Currency Short-Term,NYSE
JGV,Nuveen Global Value Opportunities Fund,NYSE
JHI,John Hancock Investors Trust,NYSE
JHP,Nuveen Quality Preferred Income Fund 3,NYSE
JHS,John Hancock Income Securities Trust,NYSE
JHX,James Hardie Industries Se,NYSE
JKS,Jinkosolar Holding Company Limited,NYSE
JLA,Nuveen Equity Premium Advantage Fund,NYSE
JLL,Jones Lang Lasalle Inc.,NYSE
JLS,Nuveen Mortgage Opportunity Term Fund,NYSE
JMF,Nuveen Energy MLP Total Return Fund,NYSE
JMI,Javelin Mortgage Investment Co,NYSE
JMP,Jmp Group Inc,NYSE
JMPB,Jmp Group Inc.,NYSE
JMT,Nuven Mortgage Opportunity Term Fund 2,NYSE
JNJ,Johnson & Johnson,NYSE
JNPR,Juniper Networks,NYSE
JNS,Janus Capital Group Inc,NYSE
JNY,Jones Group,NYSE
JOE,St. Joe Company,NYSE
JOF,Japan Smaller Capitalization Fund Inc,NYSE
JONE,Jones Energy Inc.,NYSE
JOY,Joy Global Inc.,NYSE
JPC,Nuveen Preferred And Convertible,NYSE
JPG,Nuveen Equity Premium And Growth Fund,NYSE
JPI,Nuveen Preferred And Income Term Fund,NYSE
JPM,J P Morgan Chase & Co,NYSE
JPM-A,Jpmorgan Chase & Co.,NYSE
JPM-C,Jpmorgan Chase Capital Xxix 6.7,NYSE
JPM-D,Jpmorgan Chase & Co.,NYSE
JPM-I,Jpmrgn Pfd Ser J,NYSE
JPM.W,Jpmorgan Chase & Co,NYSE
JPS,Nuveen Quality Preferred 2,NYSE
JPW,Nuveen Flexible Investment Inc,NYSE
JPZ,Nuveen Equity Premium,NYSE
JQC,Nuveen Preferred And Convertible 2,NYSE
JRI,Nuveen Real Asset Income And Gr,NYSE
JRN,Journal Communications,NYSE
JRO,Nuveen Floating Rate Income Opportuntiy,NYSE
JSD,Nuveen Short Duration Credit O,NYSE
JSN,Nuveen Equity Premium Opportunity,NYSE
JTA,Nuveen Tax-Advantaged Total Return,NYSE
JTD,Nuveen Tax-Advantaged Dividend Growth,NYSE
JTP,Nuveen Quality Preferred,NYSE
JW.A,John Wiley Sons Cl A,NYSE
JW.B,John Wiley Sons Cl B,NYSE
JWN,Nordstrom,NYSE
JZC,Lehman Abs Corp.,NYSE
JZJ,Lehman Abs Corp.,NYSE
JZK,Lehman Abs Corp.,NYSE
JZL,Lehman Abs Corp.,NYSE
JZT,Lehman Abs Corp,NYSE
JZV,Lehman Abs Corp.,NYSE
K,Kellogg Company,NYSE
KAI,Kadant Inc,NYSE
KAMN,Kaman Corp.,NYSE
KAP,Kcap Financial Inc.,NYSE
KAR,Kar Auction Services Inc,NYSE
KB,Kb Financial Group Inc,NYSE
KBH,Kb Home,NYSE
KBR,Kbr,NYSE
KCC,Lehman Abs Corp.,NYSE
KCG,Kcg Holdings Inc.,NYSE
KDN,Kaydon Corp.,NYSE
KED,Kayne Anderson Energy Development,NYSE
KEF,Korea Equity Fund,NYSE
KEG,Key Energy Services,NYSE
KEM,Kemet Corp.,NYSE
KEP,Korea Electric Power Corp.,NYSE
KEX,Kirby Corp.,NYSE
KEY,Keycorp,NYSE
KEY-G,Keycorp Pfd Ser A,NYSE
KF,Korea Fund,NYSE
KFH,Kkr Financial Holdings Llc,NYSE
KFI,Kkr Financial Holdings Llc,NYSE
KFN,Kkr Financial,NYSE
KFN.P,Kkr Financial Holdings Llc Pfd,NYSE
KFS,Kingsway Financial Services,NYSE
KFY,Korn/Ferry International,NYSE
KGC,Kinross Gold Corp.,NYSE
KHI,Scudder High Income Trust,NYSE
KID,Kid Brands,NYSE
KIM,Kimco Realty Corp.,NYSE
KIM-H,Kimco Realty Corporation Deposi,NYSE
KIM-I,Kimco Realty Corporation Deposi,NYSE
KIM-J,Kimco Realty Corporation Class,NYSE
KIM-K,Kimco Realty Corporation Class,NYSE
KIO,Kkr Income Opportunities Fund,NYSE
KKD,Krispy Kreme Doughnuts,NYSE
KKR,Kkr,NYSE
KMB,Kimberly-Clark Corp.,NYSE
KMF,Kayne Anderson Midstream Energy Fund,NYSE
KMG,Kmg Chemicals,NYSE
KMI,Kinder Morgan,NYSE
KMI.W,Kinder Morgan Inc. W/I,NYSE
KMM,Scudder Multi-Market Income Trust,NYSE
KMP,Kinder Morgan Energy Partners L.P.,NYSE
KMPR,Unitrin,NYSE
KMR,Kinder Morgan Management Llc,NYSE
KMT,Kennametal Inc.,NYSE
KMX,Carmax Inc,NYSE
KND,Kindred Healthcare,NYSE
KNL,Knoll,NYSE
KNM,Konami Corp.,NYSE
KNOP,Knot Offshore Partners Lp Commo,NYSE
KNX,Knight Transportation,NYSE
KO,Coca-Cola Company,NYSE
KOF,Coca Cola Femsa S.A.B. De C.V.,NYSE
KOG,Kodiak Oil,NYSE
KOP,Koppers Holdings Inc.,NYSE
KORS,Michael Kors Holdings Limited,NYSE
KOS,Kosmos Energy Ltd.,NYSE
KR,Kroger Company,NYSE
KRA,Kraton Performance Polymers Inc,NYSE
KRC,Kilroy Realty Corp.,NYSE
KRC-G,Kilroy Realty Corporation,NYSE
KRC-H,Kilroy Realty Corporation,NYSE
KRG,Kite Realty Group Trust,NYSE
KRG-A,Kite Realty Group Trust,NYSE
KRO,Kronos Worldwide Inc,NYSE
KS,Kapstone Paper And Packaging Corp.,NYSE
KSM,Scudder Strategic Municiple Income Trust,NYSE
KSS,Kohl's Corp.,NYSE
KST,Scudder Strategic Income Trust,NYSE
KSU,Kansas City Southern,NYSE
KSU.P,Kansas Cty Sthn 4%,NYSE
KT,Korea Telecom Corp.,NYSE
KTF,Scudder Municiple Income Trust,NYSE
KTH,Lehman Abs Corp.,NYSE
KTN,Lehman Abs Corp.,NYSE
KTP,Lehman Abs Corp.,NYSE
KW,Kennedy-Wilson Holdings Inc.,NYSE
KWK,Quicksilver Resources Inc.,NYSE
KWN,Kennedy-Wilson Holdings Inc.,NYSE
KWR,Quaker Chemical Corp.,NYSE
KYE,Kayne Anderson Energy Total Return Fund,NYSE
KYN,Kayne Anderson MLP Investment Company,NYSE
KYN-E,Kayne Anderson MLP Investment,NYSE
KYN-F,Kayne Anderson MLP Investment,NYSE
KYO,Kyocera Corp.,NYSE
L,Loews Corp.,NYSE
LAD,Lithia Motors,NYSE
LAS,Lentuo International Inc.,NYSE
LAZ,Lazard Ltd,NYSE
LBF,Scudder Global High,NYSE
LCC,US Airways Group Inc. New,NYSE
LCM,Advent/Claymore Enhanced Growth &,NYSE
LDF,Latin American Discovery Fund,NYSE
LDK,Ldk Solar Co. Ltd,NYSE
LDL,Lydall,NYSE
LDP,Cohen & Steers Limited Duration,NYSE
LDR,Landauer,NYSE
LEA,Lear Corp.,NYSE
LEE,Lee Enterprises Inc.,NYSE
LEG,Leggett & Platt Inc.,NYSE
LEN,Lennar Corp.,NYSE
LEN.B,Lennar Corp.,NYSE
LEO,Dreyfus Strategic Municipals,NYSE
LF,Leapfrog Enterprises Inc,NYSE
LFC,China Life Insurance Company Limited,NYSE
LFL,Latam Airlines Group Sa,NYSE
LG,Laclede Group,NYSE
LGF,Lions Gate Entertainment Corp.,NYSE
LGI,Lazard Global Total Return And,NYSE
LGP,Lehigh Gas Partners Lp,NYSE
LH,Laboratory Corporation Of America,NYSE
LHO,Lasalle Hotel Properties,NYSE
LHO-G,Lasalle Hotel Proper,NYSE
LHO-H,Lasalle Hotl 8.375 B,NYSE
LHO-I,Lasalle Hotel Properties,NYSE
LII,Lennox International,NYSE
LIN,Lin Media Llc,NYSE
LITB,Lightinthebox Holding Co. Ltd,NYSE
LL,Lumber Liquidators Holdings Inc,NYSE
LLL,L-3 Communications Holdings,NYSE
LLY,Eli Lilly And Company,NYSE
LM,Legg Mason,NYSE
LMT,Lockheed Martin Corp.,NYSE
LNC,Lincoln National Corp.,NYSE
LNC.W,Lincoln National Corp,NYSE
LND,Brasilagro Brazi ADR,NYSE
LNKD,Linkedin,NYSE
LNN,Lindsay Corp.,NYSE
LNT,Alliant Energy Corp.,NYSE
LO,Lorillard Inc,NYSE
LOCK,Lifelock Inc.,NYSE
LOR,Lazard World Dividend &,NYSE
LOW,Lowe's Companies,NYSE
LPI,Laredo Petroleum Holdings Inc,NYSE
LPL,Lg Display Co. Limited American,NYSE
LPR,Lone Pine Resources Inc.,NYSE
LPS,Lender Processing Services Inc,NYSE
LPX,Louisiana-Pacific Corp.,NYSE
LRE,Lrr Energy L.P.,NYSE
LRN,K12 Inc,NYSE
LRY,Liberty Property Trust,NYSE
LSE,Caplease Funding Inc,NYSE
LSE-A,Caplease Fndg Ser A,NYSE
LSE-B,Caplease Inc. 8.375% Series B,NYSE
LSE-C,Caplease Inc.,NYSE
LTC,Ltc Properties,NYSE
LTD,L Brands Inc,NYSE
LTM,Life Time Fitness,NYSE
LUB,Luby's,NYSE
LUK,Leucadia National Corp.,NYSE
LUV,Southwest Airlines Company,NYSE
LUX,Luxottica Group S.P.A.,NYSE
LVB,Steinway Musical Instruments,NYSE
LVLT,Level 3 Communications,NYSE
LVS,Las Vegas Sands,NYSE
LXFR,Luxfer Holdings Plc,NYSE
LXFT,Luxoft Holding Inc.,NYSE
LXK,Lexmark International,NYSE
LXP,Lexington Realty Trust,NYSE
LXP-C,Lexington Realty Tru,NYSE
LXU,Lsb Industries Inc.,NYSE
LYB,Lyondellbasell Industries Nv,NYSE
LYG,Lloyds Banking Group Plc,NYSE
LYG-A,Lloyds Banking Group Plc,NYSE
LYV,Live Nation Entertainment,NYSE
LZB,La-Z-Boy Inc.,NYSE
M,Macy's Inc,NYSE
MA,Mastercard Inc.,NYSE
MAA,Mid-America Apartment Communities,NYSE
MAC,Macerich Company,NYSE
MAIN,Main Street Capital Corp.,NYSE
MAN,Manpower Inc,NYSE
MANU,Manchester United Ltd.,NYSE
MAR,Marriot International,NYSE
MAS,Masco Corp.,NYSE
MATX,Matson Inc,NYSE
MAV,Pioneer Muni High Income Advantage Trust,NYSE
MBI,Mbia,NYSE
MBT,Mobile Telesystems,NYSE
MCA,Blackrock Muniyield California Insured,NYSE
MCC,Medley Capital Corp.,NYSE
MCD,Mcdonald's Corp.,NYSE
MCI,Massmutual Corporate Investors,NYSE
MCK,Mckesson Corp.,NYSE
MCN,Madison/Claymore Covered Call & Equity,NYSE
MCO,Moody's Corp.,NYSE
MCP,Molycorp Inc,NYSE
MCP-A,Molycorp Inc Pfd Conv Ser A,NYSE
MCQ,Medley Capital Corporation 7.12,NYSE
MCR,Mfs Charter Income Trust,NYSE
MCS,Marcus Corp.,NYSE
MCV,Medley Capital Corporation,NYSE
MCY,Mercury General Corp.,NYSE
MD,Mednax Inc,NYSE
MDC,M.D.C. Holdings,NYSE
MDP,Meredith Corp.,NYSE
MDR,Mcdermott International,NYSE
MDT,Medtronic,NYSE
MDU,Mdu Res Group Inc,NYSE
MED,Medifast Inc,NYSE
MEG,Media General,NYSE
MEI,Methode Electronics,NYSE
MEN,Blackrock Munienhanced Fund,NYSE
MER-D,Merrill Lyn 7.0 Topr,NYSE
MER-E,M L Cap TR 7.12,NYSE
MER-F,Merrill Ly Cap V7.28,NYSE
MER-K,Ml 6.45% Trust Pfd,NYSE
MER-M,Ml Cap TR II 6.45% P,NYSE
MER-P,Ml Cap TR III 7.375%,NYSE
MET,Metlife,NYSE
MET-A,Metlife Pfd A Fltg,NYSE
MET-B,Metlife Inc Pfd B,NYSE
MFA,Mfa Financial Inc,NYSE
MFA-B,Mfa Financial Inc,NYSE
MFB,Maidenform Brands,NYSE
MFC,Manulife Financial Corp,NYSE
MFD,Macquarie/First Trust Global,NYSE
MFG,Mizuho Financial Group,NYSE
MFL,Blackrock Muniholdings Investment,NYSE
MFM,Mfs Muni Income Trust,NYSE
MFO,Mfa Financial Inc.,NYSE
MFT,Blackrock Muniyield Investment,NYSE
MFV,Mfs Special Value Trust,NYSE
MG,Mistras Group Inc,NYSE
MGA,Magna International,NYSE
MGF,Mfs Government Markets Income Trust,NYSE
MGM,Mgm Resorts International,NYSE
MGR,Affiliated Managers Group Inc,NYSE
MGU,Macquarie Global Infrastructure Total,NYSE
MH-A,Maiden Holdings Ltd. 8.25%,NYSE
MHD,Blackrock Muniholdings Fund,NYSE
MHF,Western Asset Muni High,NYSE
MHFI,The Mcgraw-Hill Companies Inc.,NYSE
MHI,Pioneer Muni High Income Trust,NYSE
MHK,Mohawk Industries,NYSE
MHN,Blackrock Muniholdings New York Quality,NYSE
MHNA,Maiden Holdings North America,NYSE
MHNB,Maiden Holdings North America,NYSE
MHO,M/I Homes,NYSE
MHO-A,M/I Homes Sr A Pf Ds,NYSE
MHR,Magnum Hunter Resources Corp.,NYSE
MHY,Western Asset Managed High,NYSE
MIC,Macquarie Infrastructure Company Trust,NYSE
MIE,Cohen & Steers MLP Income And,NYSE
MIG,Meadowbrook Insurance Group,NYSE
MIL,Mfc Industrial Ltd,NYSE
MILL,Miller Petroleum,NYSE
MIN,Mfs Intermediate Income Trust,NYSE
MIT-A,Ag Mortgage Investment Trust,NYSE
MITT,Ag Mortgage Investment Trust,NYSE
MIXT,Mix Telematics Limited,NYSE
MIY,Blackrock Muniyield Michigan Quality,NYSE
MJI,Blackrock Muniyield New Jersey Quality,NYSE
MJN,Mead Johnson Nutrition Company,NYSE
MKC,Mccormick & Company Inc.,NYSE
MKC.V,Mccormick & Company Inc.,NYSE
MKL,Markel Corp.,NYSE
MLG,Metlife,NYSE
MLI,Mueller Industries,NYSE
MLM,Martin Marietta Materials,NYSE
MLP,Maui Land & Pineapple Company,NYSE
MLR,Miller Industries,NYSE
MLU,Metlife Inc.,NYSE
MM,Millennial Media Inc.,NYSE
MMC,Marsh & Mclennan Companies,NYSE
MMD,Mainstay Defined Muni Opp Fund,NYSE
MMM,3M Company,NYSE
MMP,Magellan Midstream Partners L.P.,NYSE
MMS,Maximus,NYSE
MMT,Mfs Multimarket Income Trust,NYSE
MMU,Western Asset Managed Municipals Fund,NYSE
MN,Manning & Napier Inc.,NYSE
MNE,Blackrock Muni New York Intermediate,NYSE
MNI,Mcclatchy Company,NYSE
MNK,Mallinckrodt Plc Ordinary Share,NYSE
MNP,Western Asset Muni Partners Fund,NYSE
MNR,Monmouth Real Estate Investment Corp.,NYSE
MNR-A,Monmouth Real Estate Inv,NYSE
MNR-B,Monmouth Real Estate Investmen,NYSE
MO,Altria Group,NYSE
MOD,Modine Manufacturing Company,NYSE
MODN,Model N Inc. Common Stock,NYSE
MOG.A,Moog Inc.,NYSE
MOG.B,Moog Inc.,NYSE
MOH,Molina Healthcare Inc,NYSE
MON,Monsanto Company,NYSE
MOS,Mosaic Company,NYSE
MOV,Movado Group Inc.,NYSE
MP-D,Mississippi Pr 5.25,NYSE
MPA,Blackrock Muniyield Pennsylvania Quality,NYSE
MPC,Marathon Petroleum Corporation,NYSE
MPG,Mpg Office Trust,NYSE
MPG-A,Maguire Pptys Pfd A,NYSE
MPLX,Mplx Lp,NYSE
MPO,Midstates Petroleum Company I,NYSE
MPR,Met-Pro Corp.,NYSE
MPV,Massmutual Participation Investors,NYSE
MPW,Medical Properties Trust,NYSE
MPX,Marine Products Corp.,NYSE
MQT,Blackrock Muniyield Quality Fund II,NYSE
MQY,Blackrock Muniyield Quality Fund,NYSE
MR,Mindray Medical International Limited,NYSE
MRC,Mrc Global Inc.,NYSE
MRF,American,NYSE
MRH,Montpelier Re Holdings Ltd,NYSE
MRH-A,Montpelier Re Holdings Ltd,NYSE
MRIN,Marin Sotfware Incorporated,NYSE
MRK,Merck & Company,NYSE
MRO,Marathon Oil Corp.,NYSE
MS,Morgan Stanley,NYSE
MS-A,Morgan Stanley Prfd 'A',NYSE
MSA,Mine Safety Appliances Company,NYSE
MSB,Mesabi Trust,NYSE
MSCA,Main Street Capital Corporatio,NYSE
MSCI,MSCI Inc,NYSE
MSD,Morgan Stanley Emerging Markets Debt,NYSE
MSF,Morgan Stanley Emerging Markets Fund Inc,NYSE
MSI,Motorola Solutions,NYSE
MSJ,Morgan Stanley Cap Trust Vi Cap,NYSE
MSK,Morgan Stanley Cap TR ViII Gdt Cap,NYSE
MSM,Msc Industrial Direct Company,NYSE
MSO,Martha Stewart Living Omnimedia,NYSE
MSP,Madison Strategic Sector Premium Fund,NYSE
MSZ,Morgan Stanley Capital Trust Vii Cap,NYSE
MT,Arcelormittal,NYSE
MTB,M&T Bank Corp.,NYSE
MTB-A,M&T Cap TR Pfd,NYSE
MTB-C,M&T Bank Corporation Fixed Rate,NYSE
MTB.P,M&T Bank Corporation Fixed Rate,NYSE
MTB.W,M&T Bank Corporation Warrants,NYSE
MTCN,Arcelormittal,NYSE
MTD,Mettler-Toledo International,NYSE
MTDR,Matador Resources Company,NYSE
MTG,Mgic Investment Corp.,NYSE
MTH,Meritage Corp.,NYSE
MTL,Mechel Steel Group Oao,NYSE
MTL.P,Mechel Steel Group Oao American,NYSE
MTN,Vail Resorts,NYSE
MTOR,Arvinmeritor,NYSE
MTR,Mesa Royalty Trust,NYSE
MTRN,Brush Wellman Inc,NYSE
MTS,Montgomery Street Income Securities,NYSE
MTT,Western Asset Muni Defined Opportunity,NYSE
MTU,Mitsubishi Ufj Financial Group Inc,NYSE
MTW,Manitowoc Company,NYSE
MTX,Minerals Technologies Inc.,NYSE
MTZ,Mastec,NYSE
MUA,Blackrock Muniassets Fund,NYSE
MUC,Blackrock Muniholdings California,NYSE
MUE,Blackrock Muniholdings Quality Fund II,NYSE
MUH,Blackrock Muniholdings Fund II,NYSE
MUI,Blackrock Muni Intermediate Duration,NYSE
MUJ,Blackrock Muniholdings New Jersey,NYSE
MUR,Murphy Oil Corp.,NYSE
MUS,Blackrock Muniholdings Quality Fund,NYSE
MUX,Mcewen Mining Inc,NYSE
MVC,Mvc Capital,NYSE
MVCB,Mvc Capital Inc.,NYSE
MVO,Mv Oil Trust,NYSE
MVT,Blackrock Munivest Fund II,NYSE
MW,Men's Wearhouse,NYSE
MWA,Mueller Water Products,NYSE
MWE,Markwest Energy Partners Lp,NYSE
MWG,Morgan Stanley Cap TR IV Gtd Cap Secs,NYSE
MWO,Morgan Stanley Cap TR V Gtd Cap Secs,NYSE
MWR,Morgan Stanley Cap TR III Capital Trust,NYSE
MWV,Meadwestvaco Corp.,NYSE
MWW,Monster Worldwide,NYSE
MX,Magnachip Semiconductor Corp.,NYSE
MXE,Mexico Equity And,NYSE
MXF,Mexico Fund,NYSE
MXL,Maxlinear Inc,NYSE
MXT,Maxcom Telecomunicaciones Sab De Cv,NYSE
MY,China Ming Yang Wind Power Group Limited,NYSE
MYC,Blackrock Muniyield California Fund,NYSE
MYD,Blackrock Muniyield Fund,NYSE
MYE,Myers Industries,NYSE
MYF,Blackrock Muniyield Investment Fund,NYSE
MYI,Blackrock Muniyield Quality Fund III,NYSE
MYJ,Blackrock Muniyield New Jersey Fund,NYSE
MYM,Blackrock Muniyield Michigan Quality,NYSE
MYN,Blackrock Muniyield New York Quality,NYSE
MZF,Managed Duration Investment Grade Fund,NYSE
N,Netsuite Inc,NYSE
NAC,Nuveen California Divadv Fund,NYSE
NAD,Nuveen Divadv Fund,NYSE
NAD-C,Nuveen Div Advantage Muni Fd,NYSE
NAI,Agic International & Premium Strategy,NYSE
NAN,Nuveen New York Divadv Fund,NYSE
NAN-C,Nuveen NY Div Advantage Muni F,NYSE
NAN-D,Nuveen New York Dividend Advan,NYSE
NAT,Nordic American Tanker Shipping Limited,NYSE
NAV,Navistar International Corp.,NYSE
NAZ,Nuveen Arizona Premium Fund,NYSE
NAZ-D,Nuveen Arizona Premium Income,NYSE
NBB,Nuveen Build America Bond Fund,NYSE
NBD,Nuveen Build America Bond Opportunity,NYSE
NBG,National Bank Of Greece Sa,NYSE
NBG-A,Natl Bk Of Gr Pfd Ad,NYSE
NBHC,National Bank Holdings Corp.,NYSE
NBL,Noble Energy Inc.,NYSE
NBR,Nabors Industries,NYSE
NC,Nacco Industries,NYSE
NCA,Nuveen California Muni Value Fund,NYSE
NCI,Navigant Consulting,NYSE
NCO,Nuveen California Muni Market,NYSE
NCP,Nuveen California Performance Plus Fund,NYSE
NCR,Ncr Corp.,NYSE
NCS,Nci Building Systems,NYSE
NCT,Newcastle Investment Corp.,NYSE
NCT-B,Newcastle Inv Pfd B,NYSE
NCT-C,Newcastle Investment Corporatio,NYSE
NCT-D,Newcastle Invt Corp,NYSE
NCU-C,Nuveen California Premium Inco,NYSE
NCV,Agic Convertible &,NYSE
NCZ,Agic Convertible & II,NYSE
NDP,Tortoise Energy Independence F,NYSE
NDRO,Enduro Royalty Trust,NYSE
NDZ,Nordion Inc.,NYSE
NE,Noble Corp.,NYSE
NEA-C,Nuveen Insd Tax-Free,NYSE
NED,Noah Education Holdings Ltd,NYSE
NEE,Nextera Energy,NYSE
NEE-C,Fpl Group Inc. 5 7/8% Preferre,NYSE
NEE-F,Fpl Group Inc. Fpl Group Capit,NYSE
NEE-G,Nextera Energy Capital Holding,NYSE
NEE-H,Nextera Energy Capital Holding,NYSE
NEE-I,Nextera Energy Capital Holding,NYSE
NEE-J,Nextera Energy Capital Holding,NYSE
NEE-O,Nextera Energy Inc.,NYSE
NEM,Newmont Mining Corp.,NYSE
NES,Nuverra Environmental Solutions Inc.,NYSE
NEU,Newmarket Corp.,NYSE
NEV,Nuveen Enhanced Muni Value Fund,NYSE
NFG,National Fuel Gas Company,NYSE
NFJ,Nfj Dividend Interest & Premium Strategy,NYSE
NFX,Newfield Exploration Company,NYSE
NGG,National Grid Transco Plc,NYSE
NGL,Ngl Energy Partners Lp,NYSE
NGLS,Targa Resources Partners Lp,NYSE
NGS,Natural Gas Services Group,NYSE
NGVC,Natural Grocers By Vitamin Cottage Inc,NYSE
NGX-C,Nuveen Insured Massachusetts T,NYSE
NGZ,Agic Global Equity & Convertible,NYSE
NHF,Nexpoint Credit Strategies Fund,NYSE
NHI,National Health Investors,NYSE
NI,Nisource Inc,NYSE
NID,Nuveen Intermediate Duration M,NYSE
NIE,Agic Equity & Convertible,NYSE
NIM,Nuveen Maturities Fund,NYSE
NIO,Nuveen Insured Muni Opportunity Fund,NYSE
NIQ,Nuveen Intermediate Duration Q,NYSE
NJ,Nidec Corporation,NYSE
NJR,Newjersey Resources Corp.,NYSE
NKA,Niska Gas Storage Partners Llc,NYSE
NKE,Nike,NYSE
NKG-C,Nuveen Georgia Div Adv Mun Fd,NYSE
NKG-D,Nuveen Ga Div Advantage Muni F,NYSE
NL,Nl Industries,NYSE
NLS,Nautilus Group,NYSE
NLSN,Nielsen Holdings N.V.,NYSE
NLY,Annaly Capital Management Inc,NYSE
NLY-A,Annaly Capital Manag,NYSE
NLY-C,Annaly Capital Management Inc,NYSE
NLY-D,Annaly Capital Management Inc,NYSE
NM,Navios Maritime Holdings Inc.,NYSE
NMA,Nuveen Muni Advantage Fund,NYSE
NMFC,New Mountain Finance Corporati,NYSE
NMI,Nuveen Muni,NYSE
NMK-B,Niagara Mohawk Holdings Inc. P,NYSE
NMK-C,Niagara Mohawk 3.60,NYSE
NMM,Navios Maritime Partners Lp,NYSE
NMO,Nuveen Muni Market Opportunity Fund,NYSE
NMR,Nomura Holdings Inc ADR,NYSE
NMT,Nuveen Massachusetts Premium Fund,NYSE
NMT-C,Nuveen Mass Prem Inc,NYSE
NMT-D,Nuveen Massachusetts Premium In,NYSE
NMY,Nuveen Maryland Premium Fund,NYSE
NMY-C,Nuveen Maryland Premium Income,NYSE
NMY-D,Nuveen Maryland Premium Income,NYSE
NMY-E,Nuveen Maryland Premium Income,NYSE
NMY-F,Nuveen Maryland Premium Income,NYSE
NMY-G,Nuveen Maryland Premium Income,NYSE
NMY-H,Nuveen Maryland Premium Income,NYSE
NNA,Navios Maritime Acquisition Corp.,NYSE
NNC,Nuveen North Carolina Premium Fund,NYSE
NNC-C,Nuveen Nc Prem Inc,NYSE
NNC-D,Nuveen North Carolina Premium,NYSE
NNC-E,Nuveen Nc Premium Income Muni,NYSE
NNC-F,Nuveen Nc Premium Income Muni,NYSE
NNC-G,Nuveen North Carolina Premium,NYSE
NNI,Nelnet,NYSE
NNJ,Nuveen New Jersey Premium Fund,NYSE
NNN,National Retail Properties,NYSE
NNN-D,National Retail Properties In,NYSE
NNN-E,National Retail Properties Depo,NYSE
NNP,Nuveen New York Performance Plus Fund,NYSE
NNY,Nuveen New York Muni Value Fund,NYSE
NOA,North American Energy Partners,NYSE
NOAH,Noah Holdings Ltd,NYSE
NOC,Northrop Grumman Corp.,NYSE
NOK,Nokia Corp.,NYSE
NOM-C,Nuveen Missouri Premium Income,NYSE
NOR,Noranda Aluminum Holding Corp.,NYSE
NOV,National-Oilwell,NYSE
NOW,Servicenow Inc.,NYSE
NP,Neenah Paper,NYSE
NPD,China Nepstar Chain Drugstore Ltd,NYSE
NPF,Nuveen Premier Muni,NYSE
NPI,Nuveen Premium Fund,NYSE
NPK,National Presto Industries,NYSE
NPM,Nuveen Premium Fund II,NYSE
NPO,Enpro Industries,NYSE
NPP,Nuveen Performance Plus Fund,NYSE
NPT,Nuveen Premium Fund IV,NYSE
NPTN,Neophotonics Corp.,NYSE
NPV,Nuveen Virginia Premium Fund,NYSE
NPV-A,Nuveen Virginia Premium Income,NYSE
NPV-C,Nuveen Virginia Premium Income,NYSE
NPV-D,Nuveen Virginia Premium Income,NYSE
NPV-E,Nuveen Virginia Premium Income,NYSE
NPY,Nuveen Pennsylvania Premium Fund II,NYSE
NQ,Netqin Mobile Inc.,NYSE
NQC,Nuveen California Investment,NYSE
NQI,Nuveen Insured Quality Fund,NYSE
NQJ,Nuveen New Jersey Investment,NYSE
NQM,Nuveen Investment Quality Fund,NYSE
NQP,Nuveen Pennsylvania Investment,NYSE
NQS,Nuveen Quality Fund,NYSE
NQU,Nuveen Quality,NYSE
